index,year,month,day,bsrn,rotd,Kp0,Kp3,Kp6,Kp9,Kp12,Kp15,Kp18,Kp21,Kpsum,Ap0,Ap3,Ap6,Ap9,Ap12,Ap15,Ap18,Ap21,Apavg,Cp,C9,isn,f107_adj,Q,f107_81ctr_adj,f107_81lst_adj,f107_obs,f107_81ctr_obs,f107_81lst_obs
1957-10-01,1957,10,1,1700,19,4.3,4.0,3.0,2.0,3.7,2.3,4.3,3.7,27.3,32,27,15,7,22,9,32,22,21,1.1,5,236,268.0,0,265.2,230.6,269.3,266.6,230.9
1957-10-02,1957,10,2,1700,20,3.7,3.7,1.7,1.7,2.7,2.3,1.7,3.0,20.3,22,22,6,6,12,9,6,15,12,0.7,3,234,252.0,0,266.0,231.4,253.3,267.4,231.7
1957-10-03,1957,10,3,1700,21,2.7,2.0,1.3,3.3,3.7,4.7,4.3,3.0,25.0,12,7,5,18,22,39,32,15,19,1.0,5,242,265.0,0,266.7,232.3,266.3,268.1,232.7
1957-10-04,1957,10,4,1700,22,3.0,3.0,2.3,2.7,2.3,2.7,3.0,2.7,21.7,15,15,9,12,9,12,15,12,12,0.7,3,217,237.0,0,267.4,232.9,238.2,268.8,233.3
1957-10-05,1957,10,5,1700,23,3.0,3.0,1.7,2.3,2.0,2.7,2.7,2.0,19.3,15,15,6,9,7,12,12,7,10,0.6,3,219,245.0,0,267.8,233.5,246.2,269.3,233.9
1957-10-06,1957,10,6,1700,24,1.7,0.3,1.0,0.7,0.0,0.0,0.3,0.3,4.3,6,2,4,3,0,0,2,2,2,0.0,0,227,250.0,0,268.1,233.9,251.2,269.6,234.3
1957-10-07,1957,10,7,1700,25,1.0,2.0,1.7,1.7,1.7,0.7,2.0,1.3,12.0,4,7,6,6,6,3,7,5,6,0.2,1,234,253.0,0,268.4,234.2,254.3,269.9,234.6
1957-10-08,1957,10,8,1700,26,1.7,0.0,1.0,0.7,0.3,0.3,0.3,0.3,4.7,6,0,4,3,2,2,2,2,3,0.0,0,244,261.0,0,268.2,234.7,262.6,269.8,235.2
1957-10-09,1957,10,9,1700,27,0.3,1.7,2.3,1.7,2.3,2.3,2.0,2.3,15.0,2,6,9,6,9,9,7,9,7,0.4,2,267,275.0,0,268.3,235.2,276.6,270.0,235.7
1957-10-10,1957,10,10,1701,1,3.0,4.0,4.0,3.0,2.3,3.0,3.7,2.7,25.7,15,27,27,15,9,15,22,12,18,1.0,5,264,275.0,0,268.2,235.6,276.6,269.8,236.1
1957-10-11,1957,10,11,1701,2,3.3,4.3,3.3,4.3,3.7,3.0,2.3,2.3,26.7,18,32,18,32,22,15,9,9,19,1.0,5,232,278.0,0,267.8,236.1,279.7,269.5,236.7
1957-10-12,1957,10,12,1701,3,2.3,3.0,2.7,3.7,2.7,2.7,1.7,3.3,22.0,9,15,12,22,12,12,6,18,13,0.8,4,236,284.0,0,267.8,236.6,285.7,269.5,237.1
1957-10-13,1957,10,13,1701,4,5.0,5.3,3.0,2.3,2.7,2.3,4.3,4.0,29.0,48,56,15,9,12,9,32,27,26,1.2,6,244,281.0,0,268.1,236.9,282.7,269.9,237.5
1957-10-14,1957,10,14,1701,5,4.3,6.3,5.7,5.0,4.3,5.3,4.0,5.0,40.0,32,94,67,48,32,56,27,48,50,1.6,7,232,289.0,0,268.2,237.4,290.7,270.0,238.0
1957-10-15,1957,10,15,1701,6,3.3,2.0,1.7,2.3,3.0,2.7,3.3,2.0,20.3,18,7,6,9,15,12,18,7,12,0.7,3,264,277.0,0,268.7,238.0,278.9,270.5,238.6
1957-10-16,1957,10,16,1701,7,1.3,0.3,0.3,0.7,1.3,1.3,1.7,0.3,7.3,5,2,2,3,5,5,6,2,4,0.1,0,268,289.0,0,269.1,238.7,291.0,271.0,239.3
1957-10-17,1957,10,17,1701,8,1.3,1.3,1.3,3.0,2.7,2.0,1.0,1.3,14.0,5,5,5,15,12,7,4,5,7,0.4,2,251,272.0,0,269.5,239.4,273.9,271.5,240.1
1957-10-18,1957,10,18,1701,9,1.7,1.3,1.7,1.3,0.7,1.7,2.7,1.3,12.3,6,5,6,5,3,6,12,5,6,0.3,1,222,294.0,0,270.0,240.6,296.1,271.9,241.3
1957-10-19,1957,10,19,1701,10,0.7,1.3,2.7,3.3,1.7,2.3,2.7,1.7,16.3,3,5,12,18,6,9,12,6,9,0.5,2,217,291.0,0,270.3,241.8,293.0,272.3,242.5
1957-10-20,1957,10,20,1701,11,2.0,2.3,1.3,2.0,2.0,3.0,2.7,4.0,19.3,7,9,5,7,7,15,12,27,11,0.6,3,230,303.0,0,270.5,243.2,305.1,272.5,243.9
1957-10-21,1957,10,21,1701,12,3.3,2.7,2.7,1.7,2.7,4.0,3.7,6.7,27.3,18,12,12,6,12,27,22,111,28,1.2,6,237,282.0,0,270.9,244.1,284.0,273.0,244.9
1957-10-22,1957,10,22,1701,13,4.3,3.0,3.7,3.7,2.3,3.3,2.7,3.7,26.7,32,15,22,22,9,18,12,22,19,1.0,5,241,274.0,0,271.2,245.1,276.2,273.4,245.9
1957-10-23,1957,10,23,1701,14,5.0,2.7,3.7,3.0,1.3,2.0,4.0,3.7,25.3,48,12,22,15,5,7,27,22,20,1.0,5,254,295.0,0,271.1,246.3,297.4,273.3,247.1
1957-10-24,1957,10,24,1701,15,2.0,1.7,2.0,2.3,2.7,1.7,3.7,1.0,17.0,7,6,7,9,12,6,22,4,9,0.5,2,276,280.0,0,271.3,247.3,282.2,273.6,248.2
1957-10-25,1957,10,25,1701,16,2.0,1.7,2.0,3.0,2.0,1.3,2.0,2.3,16.3,7,6,7,15,7,5,7,9,8,0.4,2,240,259.0,0,271.6,248.2,261.1,273.8,249.1
1957-10-26,1957,10,26,1701,17,3.0,2.0,1.3,2.3,2.0,1.3,1.7,2.0,15.7,15,7,5,9,7,5,6,7,8,0.4,2,293,266.0,0,271.8,249.2,268.1,274.1,250.1
1957-10-27,1957,10,27,1701,18,2.0,2.0,2.0,2.7,4.0,3.3,2.0,2.3,20.3,7,7,7,12,27,18,7,9,12,0.7,3,280,296.0,0,271.9,250.6,298.4,274.2,251.5
1957-10-28,1957,10,28,1701,19,4.0,2.0,3.3,3.3,2.0,3.0,2.7,1.0,21.3,27,7,18,18,7,15,12,4,14,0.8,4,317,323.0,0,271.4,252.3,325.6,273.8,253.3
1957-10-29,1957,10,29,1701,20,3.7,3.0,3.7,3.0,3.3,2.7,3.3,3.7,26.3,22,15,22,15,18,12,18,22,18,1.0,5,334,342.0,0,271.0,254.4,344.7,273.5,255.4
1957-10-30,1957,10,30,1701,21,3.0,3.7,4.7,3.0,2.7,2.0,2.7,1.3,23.0,15,22,39,15,12,7,12,5,16,0.9,4,317,344.0,0,270.1,256.5,346.8,272.6,257.6
1957-10-31,1957,10,31,1701,22,1.0,1.3,1.7,2.0,3.7,1.0,1.7,1.7,14.0,4,5,6,7,22,4,6,6,8,0.4,2,299,318.0,0,269.0,258.3,320.5,271.5,259.4
1957-11-01,1957,11,1,1701,23,1.3,3.3,2.3,2.3,1.7,2.0,1.7,1.7,16.3,5,18,9,9,6,7,6,6,8,0.4,2,266,300.0,0,267.5,259.8,303.0,270.1,260.9
1957-11-02,1957,11,2,1701,24,1.3,1.7,2.0,2.0,1.7,1.0,1.7,3.3,14.7,5,6,7,7,6,4,6,18,7,0.4,2,250,289.0,0,266.1,261.3,291.9,268.7,262.4
1957-11-03,1957,11,3,1701,25,3.3,1.3,3.0,3.3,3.3,3.0,2.3,1.0,20.7,18,5,15,18,18,15,9,4,13,0.7,3,232,266.0,0,265.2,262.3,268.7,267.8,263.5
1957-11-04,1957,11,4,1701,26,1.3,0.0,1.0,0.7,0.3,1.7,1.3,1.3,7.7,5,0,4,3,2,6,5,5,4,0.1,0,214,236.0,0,264.5,263.0,238.4,267.1,264.2
1957-11-05,1957,11,5,1701,27,0.3,0.7,0.7,0.7,1.0,1.7,1.3,1.0,7.3,2,3,3,3,4,6,5,4,4,0.1,0,201,240.0,0,264.2,263.5,242.4,266.9,264.7
1957-11-06,1957,11,6,1702,1,0.0,0.0,1.3,1.3,2.0,2.7,5.7,6.3,19.3,0,0,5,5,7,12,67,94,24,1.1,5,182,239.0,0,264.0,263.8,241.4,266.7,265.0
1957-11-07,1957,11,7,1702,2,7.0,4.3,3.3,3.7,3.3,2.7,2.3,1.0,27.7,132,32,18,22,18,12,9,4,31,1.3,6,177,243.0,0,264.2,264.1,245.4,267.0,265.4
1957-11-08,1957,11,8,1702,3,0.7,2.7,3.7,3.7,3.7,3.0,3.0,4.3,24.7,3,12,22,22,22,15,15,32,18,1.0,5,158,235.0,0,264.6,264.4,237.6,267.4,265.7
1957-11-09,1957,11,9,1702,4,4.0,4.3,4.7,3.3,4.3,4.0,3.7,4.3,32.7,27,32,39,18,32,27,22,32,29,1.3,6,192,230.0,0,265.0,264.8,232.5,267.9,266.1
1957-11-10,1957,11,10,1702,5,5.0,4.3,4.0,3.7,3.7,3.7,3.3,3.0,30.7,48,32,27,22,22,22,18,15,26,1.2,6,226,232.0,0,265.9,265.2,234.6,268.9,266.6
1957-11-11,1957,11,11,1702,6,4.0,3.7,4.0,3.7,4.0,2.7,2.7,3.7,28.3,27,22,27,22,27,12,12,22,21,1.1,5,232,246.0,0,266.9,266.0,248.7,269.9,267.4
1957-11-12,1957,11,12,1702,7,3.7,2.7,2.7,3.7,4.0,3.7,2.0,2.7,25.0,22,12,12,22,27,22,7,12,17,0.9,4,231,257.0,0,268.3,266.7,259.8,271.4,268.1
1957-11-13,1957,11,13,1702,8,2.7,1.7,2.3,2.7,3.0,2.3,2.3,3.0,20.0,12,6,9,12,15,9,9,15,11,0.6,3,221,250.0,0,269.7,267.4,252.7,272.8,268.8
1957-11-14,1957,11,14,1702,9,3.7,2.7,3.0,4.0,4.0,4.0,3.7,3.7,28.7,22,12,15,27,27,27,22,22,22,1.1,5,210,248.0,0,271.3,267.8,250.7,274.5,269.3
1957-11-15,1957,11,15,1702,10,4.0,4.0,4.0,4.0,3.0,3.3,2.7,2.7,27.7,27,27,27,27,15,18,12,12,21,1.1,5,177,242.0,0,272.8,268.1,245.1,276.1,269.6
1957-11-16,1957,11,16,1702,11,2.7,2.3,2.3,2.7,2.7,2.7,2.3,1.3,19.0,12,9,9,12,12,12,9,5,10,0.6,3,179,242.0,0,274.1,268.4,245.1,277.5,269.9
1957-11-17,1957,11,17,1702,12,1.7,1.7,1.0,1.3,1.7,0.7,0.7,3.0,11.7,6,6,4,5,6,3,3,15,6,0.3,1,181,228.0,0,275.2,268.2,231.0,278.6,269.8
1957-11-18,1957,11,18,1702,13,3.7,4.0,4.0,4.3,4.7,4.0,3.0,2.3,30.0,22,27,27,32,39,27,15,9,25,1.2,6,185,247.0,0,275.9,268.3,250.2,279.4,270.0
1957-11-19,1957,11,19,1702,14,1.7,3.0,2.7,2.7,3.0,1.0,2.0,2.0,18.0,6,15,12,12,15,4,7,7,10,0.5,2,194,251.0,0,276.0,268.2,254.3,279.5,269.8
1957-11-20,1957,11,20,1702,15,2.0,2.0,1.3,2.7,3.0,3.0,2.7,2.3,19.0,7,7,5,12,15,15,12,9,10,0.6,3,207,261.0,0,276.0,267.8,264.4,279.6,269.5
1957-11-21,1957,11,21,1702,16,0.3,0.0,1.3,0.3,1.3,1.0,1.3,2.0,7.7,2,0,5,2,5,4,5,7,4,0.1,0,234,274.0,0,276.0,267.8,277.6,279.6,269.5
1957-11-22,1957,11,22,1702,17,2.0,1.3,1.0,1.0,2.0,2.3,2.0,0.3,12.0,7,5,4,4,7,9,7,2,6,0.3,1,263,294.0,0,275.7,268.1,298.1,279.3,269.9
1957-11-23,1957,11,23,1702,18,0.3,0.7,1.7,1.7,2.7,2.3,1.3,3.0,13.7,2,3,6,6,12,9,5,15,7,0.4,2,251,280.0,0,275.4,268.2,283.9,279.1,270.0
1957-11-24,1957,11,24,1702,19,3.0,3.3,2.3,2.0,2.7,3.0,2.7,2.3,21.3,15,18,9,7,12,15,12,9,12,0.7,3,238,285.0,0,275.1,268.7,289.0,278.8,270.5
1957-11-25,1957,11,25,1702,20,3.3,4.0,5.3,4.3,3.3,4.0,4.0,4.3,32.7,18,27,56,32,18,27,27,32,30,1.3,6,211,271.0,0,274.9,269.1,274.8,278.7,271.0
1957-11-26,1957,11,26,1702,21,5.0,5.0,5.0,3.7,4.3,6.7,6.7,6.3,42.7,48,48,48,22,32,111,111,94,64,1.7,7,199,259.0,0,274.4,269.5,262.6,278.2,271.5
1957-11-27,1957,11,27,1702,22,6.3,6.3,5.0,5.0,3.3,4.0,3.3,4.0,37.3,94,94,48,48,18,27,18,27,47,1.5,7,201,258.0,0,274.2,270.0,261.6,278.0,271.9
1957-11-28,1957,11,28,1702,23,4.0,4.3,5.0,4.3,4.0,3.3,3.3,3.3,31.7,27,32,48,32,27,18,18,18,28,1.2,6,215,255.0,0,273.7,270.3,258.6,277.5,272.3
1957-11-29,1957,11,29,1702,24,3.7,4.0,2.3,3.3,3.3,3.3,2.0,2.3,24.3,22,27,9,18,18,18,7,9,16,0.9,4,215,247.0,0,273.2,270.5,250.5,277.1,272.5
1957-11-30,1957,11,30,1702,25,2.7,3.0,2.3,2.3,3.0,2.3,2.0,1.0,18.7,12,15,9,9,15,9,7,4,10,0.6,3,184,278.0,0,272.7,270.9,281.9,276.6,273.0
1957-12-01,1957,12,1,1702,26,4.7,5.7,4.7,3.7,3.0,2.7,2.3,4.0,30.7,39,67,39,22,15,12,9,27,29,1.3,6,230,295.0,0,272.6,271.2,299.7,276.5,273.4
1957-12-02,1957,12,2,1702,27,3.0,3.7,3.7,3.7,3.7,3.0,2.0,2.0,24.7,15,22,22,22,22,15,7,7,16,0.9,4,217,270.0,0,272.6,271.1,274.3,276.5,273.3
1957-12-03,1957,12,3,1703,1,2.0,2.3,3.3,3.3,3.7,2.7,2.0,2.3,21.7,7,9,18,18,22,12,7,9,13,0.7,3,230,283.0,0,272.5,271.3,287.5,276.5,273.6
1957-12-04,1957,12,4,1703,2,3.0,1.7,3.0,3.0,2.0,1.7,0.7,2.3,17.3,15,6,15,15,7,6,3,9,10,0.5,2,243,278.0,0,272.9,271.6,282.4,276.9,273.8
1957-12-05,1957,12,5,1703,3,4.0,4.0,4.0,3.3,3.3,3.7,4.7,4.3,31.3,27,27,27,18,18,22,39,32,26,1.2,6,266,273.0,0,273.7,271.8,277.4,277.7,274.1
1957-12-06,1957,12,6,1703,4,4.0,4.7,3.7,4.7,4.0,4.3,3.7,2.7,31.7,27,39,22,39,27,32,22,12,28,1.2,6,245,271.0,0,274.2,271.9,275.3,278.2,274.2
1957-12-07,1957,12,7,1703,5,2.7,2.7,4.7,4.0,4.7,2.7,2.7,3.0,27.0,12,12,39,27,39,12,12,15,21,1.1,5,190,234.0,0,274.2,271.4,237.7,278.3,273.8
1957-12-08,1957,12,8,1703,6,3.0,3.0,2.7,2.7,2.0,1.7,2.3,2.3,19.7,15,15,12,12,7,6,9,9,11,0.6,3,197,242.0,0,273.7,271.0,246.1,277.8,273.5
1957-12-09,1957,12,9,1703,7,3.3,3.0,2.7,3.7,3.7,3.7,2.3,4.0,26.3,18,15,12,22,22,22,9,27,18,1.0,5,152,229.0,0,272.7,270.1,232.9,276.8,272.6
1957-12-10,1957,12,10,1703,8,3.7,3.7,2.7,3.3,3.3,4.3,3.7,4.3,29.0,22,22,12,18,18,32,22,32,22,1.1,5,148,210.0,0,271.4,269.0,213.6,275.5,271.5
1957-12-11,1957,12,11,1703,9,3.7,5.7,5.3,4.3,4.3,3.7,4.7,5.3,37.0,22,67,56,32,32,22,39,56,41,1.5,7,151,211.0,0,270.6,267.5,214.6,274.7,270.1
1957-12-12,1957,12,12,1703,10,4.3,4.3,4.0,4.7,3.3,4.0,4.3,4.0,33.0,32,32,27,39,18,27,32,27,29,1.3,6,157,209.0,0,269.8,266.1,212.6,274.0,268.7
1957-12-13,1957,12,13,1703,11,3.3,3.3,2.7,5.0,3.3,4.7,3.0,1.0,26.3,18,18,12,48,18,39,15,4,22,1.1,5,161,222.0,0,269.1,265.2,225.8,273.2,267.8
1957-12-14,1957,12,14,1703,12,3.0,2.7,2.3,1.7,1.7,1.0,1.7,2.3,16.3,15,12,9,6,6,4,6,9,8,0.5,2,167,228.0,0,268.4,264.5,231.9,272.5,267.1
1957-12-15,1957,12,15,1703,13,2.7,3.0,3.0,4.3,4.7,4.7,3.0,1.3,26.7,12,15,15,32,39,39,15,5,22,1.1,5,174,236.0,0,268.1,264.2,240.2,272.2,266.9
1957-12-16,1957,12,16,1703,14,3.0,2.7,2.3,2.3,2.7,2.3,3.3,3.7,22.3,15,12,9,9,12,9,18,22,13,0.8,4,187,252.0,0,267.6,264.0,256.5,271.8,266.7
1957-12-17,1957,12,17,1703,15,3.7,4.3,4.7,2.3,2.0,3.0,3.3,3.3,26.7,22,32,39,9,7,15,18,18,20,1.0,5,205,278.0,0,267.4,264.2,283.0,271.5,267.0
1957-12-18,1957,12,18,1703,16,3.3,2.7,2.3,3.0,2.7,2.7,1.3,2.0,20.0,18,12,9,15,12,12,5,7,11,0.6,3,225,291.0,0,266.9,264.6,296.2,271.0,267.4
1957-12-19,1957,12,19,1703,17,2.7,3.0,2.7,4.0,3.7,3.0,4.3,3.7,27.0,12,15,12,27,22,15,32,22,20,1.0,5,249,293.0,0,266.3,265.0,298.3,270.4,267.9
1957-12-20,1957,12,20,1703,18,3.7,4.7,3.0,3.0,3.0,2.7,3.3,3.7,27.0,22,39,15,15,15,12,18,22,20,1.0,5,284,333.0,0,265.9,265.9,339.0,270.0,268.9
1957-12-21,1957,12,21,1703,19,2.7,4.7,4.0,2.3,2.0,2.0,2.0,2.0,21.7,12,39,27,9,7,7,7,7,14,0.8,4,299,348.0,0,265.2,266.9,354.3,269.4,269.9
1957-12-22,1957,12,22,1703,20,2.3,2.3,1.0,0.7,0.7,0.7,1.0,0.0,8.7,9,9,4,3,3,3,4,0,4,0.2,1,316,365.0,0,264.5,268.3,371.2,268.6,271.4
1957-12-23,1957,12,23,1703,21,1.3,1.3,1.0,1.3,1.0,0.7,0.7,0.7,8.0,5,5,4,5,4,3,3,3,4,0.1,0,343,377.0,0,263.7,269.7,383.4,267.9,272.8
1957-12-24,1957,12,24,1703,22,0.7,1.3,0.7,2.7,2.3,1.7,2.3,1.7,13.3,3,5,3,12,9,6,9,6,7,0.3,1,355,370.0,0,263.3,271.3,376.3,267.4,274.5
1957-12-25,1957,12,25,1703,23,1.3,3.3,3.7,2.7,3.0,2.3,3.7,3.7,23.7,5,18,22,12,15,9,22,22,16,0.9,4,355,363.0,4,263.0,272.8,375.3,267.1,276.1
1957-12-26,1957,12,26,1703,24,2.7,4.3,3.3,3.7,4.0,3.0,3.0,1.7,25.7,12,32,18,22,27,15,15,6,18,1.0,5,337,356.0,0,262.9,274.1,362.1,267.0,277.5
1957-12-27,1957,12,27,1703,25,2.0,1.7,1.0,1.3,2.3,1.3,2.0,2.3,14.0,7,6,4,5,9,5,7,9,6,0.3,1,275,342.0,0,263.0,275.2,347.8,267.1,278.6
1957-12-28,1957,12,28,1703,26,1.0,1.3,0.7,0.7,1.0,1.0,1.3,1.3,8.3,4,5,3,3,4,4,5,5,4,0.1,0,260,317.0,0,263.3,275.9,322.4,267.4,279.4
1957-12-29,1957,12,29,1703,27,0.3,0.7,0.7,1.3,2.3,1.3,1.3,3.0,11.0,2,3,3,5,9,5,5,15,6,0.3,1,275,282.0,0,263.4,276.0,286.8,267.5,279.5
1957-12-30,1957,12,30,1704,1,3.3,3.0,4.0,4.7,4.0,2.0,1.0,1.3,23.3,18,15,27,39,27,7,4,5,18,1.0,5,274,276.0,0,263.4,276.0,280.7,267.5,279.6
1957-12-31,1957,12,31,1704,2,4.0,5.0,5.7,5.3,4.7,5.3,5.7,5.7,41.3,27,48,67,56,39,56,67,67,53,1.6,7,255,280.0,0,263.1,276.0,284.8,267.1,279.6
1958-01-01,1958,1,1,1704,3,6.0,6.3,5.3,4.0,3.3,3.7,5.3,4.0,38.0,80,94,56,27,18,22,56,27,48,1.6,7,214,257.0,0,262.5,275.7,261.4,266.6,279.3
1958-01-02,1958,1,2,1704,4,4.3,4.3,4.0,4.0,3.7,2.3,2.3,1.7,26.7,32,32,27,27,22,9,9,6,20,1.0,5,213,263.0,0,261.7,275.4,267.5,265.7,279.1
1958-01-03,1958,1,3,1704,5,2.0,1.0,0.3,1.7,1.0,1.0,0.7,0.7,8.3,7,4,2,6,4,4,3,3,4,0.1,0,200,262.0,0,261.0,275.1,266.5,265.0,278.8
1958-01-04,1958,1,4,1704,6,0.7,0.7,0.3,1.0,0.7,0.3,0.7,2.0,6.3,3,3,2,4,3,2,3,7,3,0.1,0,217,261.0,0,260.3,274.9,265.4,264.2,278.7
1958-01-05,1958,1,5,1704,7,3.0,2.3,1.3,1.3,2.0,1.7,0.7,0.3,12.7,15,9,5,5,7,6,3,2,6,0.3,1,191,246.0,0,259.5,274.4,250.2,263.5,278.2
1958-01-06,1958,1,6,1704,8,1.0,1.7,2.0,2.0,2.7,2.3,1.3,1.7,14.7,4,6,7,7,12,9,5,6,7,0.4,2,192,254.0,0,258.8,274.2,258.3,262.7,278.0
1958-01-07,1958,1,7,1704,9,2.0,2.0,1.7,1.7,2.7,1.0,1.3,1.0,13.3,7,7,6,6,12,4,5,4,6,0.3,1,205,255.0,0,257.9,273.7,259.3,261.8,277.5
1958-01-08,1958,1,8,1704,10,1.3,1.0,2.0,2.0,2.0,2.0,0.7,0.3,11.3,5,4,7,7,7,7,3,2,5,0.2,1,210,255.0,0,257.0,273.2,259.1,260.9,277.1
1958-01-09,1958,1,9,1704,11,1.7,1.3,1.3,2.7,3.3,3.0,3.3,3.3,20.0,6,5,5,12,18,15,18,18,12,0.7,3,232,259.0,0,256.2,272.7,263.1,260.0,276.6
1958-01-10,1958,1,10,1704,12,4.0,2.0,1.7,2.3,2.7,2.0,1.7,1.0,17.3,27,7,6,9,12,7,6,4,10,0.5,2,252,274.0,0,254.9,272.6,278.4,258.7,276.5
1958-01-11,1958,1,11,1704,13,3.3,2.3,1.3,3.0,2.3,3.0,3.3,2.3,21.0,18,9,5,15,9,15,18,9,12,0.7,3,253,273.0,0,253.4,272.6,277.4,257.1,276.5
1958-01-12,1958,1,12,1704,14,3.0,3.7,3.0,2.7,3.0,2.7,2.3,2.3,22.7,15,22,15,12,15,12,9,9,14,0.8,4,255,290.0,0,252.2,272.5,294.6,255.9,276.5
1958-01-13,1958,1,13,1704,15,3.3,3.7,2.7,1.7,2.3,2.7,4.0,3.3,23.7,18,22,12,6,9,12,27,18,16,0.9,4,271,310.0,0,250.9,272.9,315.0,254.6,276.9
1958-01-14,1958,1,14,1704,16,1.7,1.0,3.0,3.3,2.7,3.0,2.7,4.7,22.0,6,4,15,18,12,15,12,39,15,0.9,4,279,321.0,0,249.8,273.7,326.1,253.5,277.7
1958-01-15,1958,1,15,1704,17,2.0,3.0,3.7,3.0,3.7,3.0,3.0,2.7,24.0,7,15,22,15,22,15,15,12,15,0.9,4,291,309.0,0,249.0,274.2,313.3,252.6,278.2
1958-01-16,1958,1,16,1704,18,1.0,2.3,2.7,3.0,2.7,3.0,3.3,3.7,21.7,4,9,12,15,12,15,18,22,13,0.8,4,278,297.0,0,248.2,274.2,301.2,251.8,278.3
1958-01-17,1958,1,17,1704,19,2.7,3.7,3.7,3.7,3.7,3.7,3.7,4.3,29.0,12,22,22,22,22,22,22,32,22,1.1,5,247,285.0,0,247.9,273.7,289.0,251.4,277.8
1958-01-18,1958,1,18,1704,20,4.3,4.3,5.0,4.7,4.3,3.7,3.7,2.3,32.3,32,32,48,39,32,22,22,9,30,1.3,6,230,260.0,0,247.3,272.7,263.6,250.8,276.8
1958-01-19,1958,1,19,1704,21,2.3,2.7,2.3,2.3,3.7,2.7,2.7,2.0,20.7,9,12,9,9,22,12,12,7,12,0.7,3,212,238.0,0,246.9,271.4,241.3,250.4,275.5
1958-01-20,1958,1,20,1704,22,2.0,1.3,2.7,3.7,3.3,3.3,3.7,5.3,25.3,7,5,12,22,18,18,22,56,20,1.0,5,190,251.0,0,246.7,270.6,254.5,250.2,274.7
1958-01-21,1958,1,21,1704,23,5.7,6.7,3.7,4.0,2.7,2.3,2.7,2.0,29.7,67,111,22,27,12,9,12,7,33,1.3,6,171,239.0,0,246.7,269.8,242.3,250.1,274.0
1958-01-22,1958,1,22,1704,24,2.7,3.0,4.0,4.0,4.7,2.3,3.0,2.3,26.0,12,15,27,27,39,9,15,9,19,1.0,5,173,227.0,0,246.9,269.1,229.7,250.3,273.2
1958-01-23,1958,1,23,1704,25,3.7,3.7,3.3,3.3,4.3,3.3,4.0,3.0,28.7,22,22,18,18,32,18,27,15,22,1.1,5,182,210.0,0,247.0,268.4,212.5,250.4,272.5
1958-01-24,1958,1,24,1704,26,1.3,2.7,1.0,3.7,4.0,2.7,1.7,1.3,18.3,5,12,4,22,27,12,6,5,12,0.7,3,137,211.0,0,247.0,268.1,213.5,250.4,272.2
1958-01-25,1958,1,25,1704,27,3.0,3.0,2.7,4.0,4.3,4.3,2.7,1.3,25.3,15,15,12,27,32,32,12,5,19,1.0,5,137,206.0,0,247.2,267.6,208.5,250.6,271.8
1958-01-26,1958,1,26,1705,1,2.7,5.0,3.7,2.0,1.0,2.7,2.7,2.7,22.3,12,48,22,7,4,12,12,12,16,0.9,4,143,220.0,0,247.3,267.4,222.6,250.6,271.5
1958-01-27,1958,1,27,1705,2,2.3,2.0,1.7,1.3,0.7,1.3,2.3,3.7,15.3,9,7,6,5,3,5,9,22,8,0.4,2,169,200.0,0,247.0,266.9,202.4,250.2,271.0
1958-01-28,1958,1,28,1705,3,1.3,0.7,2.7,3.0,2.0,2.0,1.3,1.3,14.3,5,3,12,15,7,7,5,5,7,0.4,2,160,189.0,0,246.5,266.3,191.3,249.7,270.4
1958-01-29,1958,1,29,1705,4,2.7,4.3,3.3,2.7,1.7,2.7,2.7,1.7,21.7,12,32,18,12,6,12,12,6,14,0.8,4,130,194.0,0,245.9,265.9,196.3,249.0,270.0
1958-01-30,1958,1,30,1705,5,1.0,3.0,3.0,2.3,2.7,2.0,1.7,1.0,16.7,4,15,15,9,12,7,6,4,9,0.5,2,110,181.0,0,244.7,265.2,183.2,247.8,269.4
1958-01-31,1958,1,31,1705,6,2.0,1.7,1.7,2.3,1.7,1.7,2.3,3.3,16.7,7,6,6,9,6,6,9,18,8,0.5,2,132,187.0,0,243.2,264.5,189.2,246.3,268.6
1958-02-01,1958,2,1,1705,7,2.7,0.7,2.3,2.3,3.0,1.3,1.7,2.7,16.7,12,3,9,9,15,5,6,12,9,0.5,2,150,195.0,0,241.7,263.7,197.1,244.6,267.9
1958-02-02,1958,2,2,1705,8,2.7,2.3,2.7,3.0,2.3,1.3,1.7,0.3,16.3,12,9,12,15,9,5,6,2,9,0.5,2,168,217.0,0,239.8,263.3,219.4,242.7,267.4
1958-02-03,1958,2,3,1705,9,0.7,1.3,1.0,1.3,3.0,1.3,2.0,2.0,12.7,3,5,4,5,15,5,7,7,6,0.3,1,161,222.0,0,237.9,263.0,224.4,240.8,267.1
1958-02-04,1958,2,4,1705,10,2.7,0.3,1.0,3.0,3.7,3.3,4.7,3.7,22.3,12,2,4,15,22,18,39,22,17,0.9,4,144,233.0,0,236.1,262.9,235.6,238.8,267.0
1958-02-05,1958,2,5,1705,11,3.3,4.3,3.7,4.0,4.7,3.7,4.7,4.7,33.0,18,32,22,27,39,22,39,39,30,1.3,6,177,249.0,0,234.3,263.0,251.7,236.9,267.1
1958-02-06,1958,2,6,1705,12,4.0,4.3,4.3,4.3,4.3,4.7,3.0,4.3,33.3,27,32,32,32,32,39,15,32,30,1.3,6,187,252.0,0,232.6,263.3,254.8,235.2,267.4
